pollster,numeric_grade,candidate_name,party,pct,sample_size,population,methodology,recent_poll
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Cygnal,2.1,Joe Biden,DEM,45.6,2000,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,44.3,2000,Voters,NA,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,37,1701,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,42,1701,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,35,1701,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,33,1701,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,38,1387,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,44,1387,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,37,1387,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,35,1387,Voters,App Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1187,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1187,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,46,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,44,1022,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,40,1022,Voters,Online Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,46,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Donald Trump,REP,47,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,43,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Nikki Haley,REP,49,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,44,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Mike Pence,REP,46,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,44,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Tim Scott,REP,46,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,46,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Vivek G. Ramaswamy,REP,45,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,42,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Chris Christie,REP,44,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Joe Biden,DEM,47,1259,Voters,Probability Panel,Older
CNN/SSRS,2.8,Ron DeSantis,REP,47,1259,Voters,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
PRRI,1.8,Joe Biden,DEM,41,1167,Voters,Probability Panel,Older
PRRI,1.8,Donald Trump,REP,38,1167,Voters,Probability Panel,Older
PRRI,1.8,Cornel West,IND,5,1167,Voters,Probability Panel,Older
PRRI,1.8,"Joe Manchin, III",IND,10,1167,Voters,Probability Panel,Older
PRRI,1.8,Joe Biden,DEM,37,1165,Voters,Probability Panel,Older
PRRI,1.8,Donald Trump,REP,43,1165,Voters,Probability Panel,Older
PRRI,1.8,Cornel West,IND,4,1165,Voters,Probability Panel,Older
PRRI,1.8,Larry Hogan,IND,10,1165,Voters,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1303,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,44,1303,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,5000,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,38.3,2029,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,42.3,2029,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,43.3,1667,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,43.7,1667,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,38.1,2029,Adults,Online Panel,Older
Big Village,1.2,Ron DeSantis,REP,35.1,2029,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,42.9,1667,Voters,Online Panel,Older
Big Village,1.2,Ron DeSantis,REP,39.6,1667,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,44,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,46.2,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Joe Biden,DEM,39,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,44.1,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Cornel West,IND,4.2,1000,Voters,IVR/Online Panel,Older
HarrisX,1.5,Joe Biden,DEM,45,2013,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,44,2013,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,32,1004,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,38,1004,Adults,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,43,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,47,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,50,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,41,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,6,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,38,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,39,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,5,1000,Voters,Online Panel,Older
McLaughlin,0.5,"Joe Manchin, III",IND,7,1000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Big Data Poll,1.1,Joe Biden,DEM,41.4,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,42.4,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,40.2,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Donald Trump,REP,42.6,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Cornel West,IND,2.5,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,41.4,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ron DeSantis,REP,35.2,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Joe Biden,DEM,39.6,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Ron DeSantis,REP,34.2,2765,Voters,Online Panel/Text-to-Web/Text,Older
Big Data Poll,1.1,Cornel West,IND,3.5,2765,Voters,Online Panel/Text-to-Web/Text,Older
Premise,1.9,Joe Biden,DEM,33,1651,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,41,1651,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,38,1240,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,43,1240,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,32,1651,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,31,1651,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,37,1240,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,34,1240,Voters,App Panel,Older
HarrisX,1.5,Joe Biden,DEM,45,2327,Voters,NA,Older
HarrisX,1.5,Donald Trump,REP,44,2327,Voters,NA,Older
YouGov,3,Joe Biden,DEM,47,1113,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,41,1113,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,45,1116,Voters,Online Panel,Older
YouGov,3,Ron DeSantis,REP,40,1116,Voters,Online Panel,Older
Schoen Cooperman,1.5,Joe Biden,DEM,44,800,Voters,Online Panel/Text-to-Web,Older
Schoen Cooperman,1.5,Donald Trump,REP,45,800,Voters,Online Panel/Text-to-Web,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,37,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Emerson,2.9,Joe Biden,DEM,43.7,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,44.4,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Joe Biden,DEM,40.9,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,42,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Cornel West,IND,4.6,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Joe Biden,DEM,39.4,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Donald Trump,REP,42.1,1000,Voters,IVR/Online Panel,Older
Emerson,2.9,Taylor Swift,IND,8.3,1000,Voters,IVR/Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,40,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,45,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,40,4000,Voters,Online Panel,Older
Clarity,1.6,Joe Biden,DEM,44,2018,Voters,Online Panel,Older
Clarity,1.6,Donald Trump,REP,45,2018,Voters,Online Panel,Older
Clarity,1.6,Joe Biden,DEM,43,2018,Voters,Online Panel,Older
Clarity,1.6,Ron DeSantis,REP,40,2018,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,40,4000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,38,1500,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,39,1500,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,43,1321,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,42,1321,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Marist,2.9,Joe Biden,DEM,47,1100,Voters,Live Phone/Online Panel/Text,Older
Marist,2.9,Donald Trump,REP,46,1100,Voters,Live Phone/Online Panel/Text,Older
Beacon/Shaw,2.8,Joe Biden,DEM,44,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Donald Trump,REP,41,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,44,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Ron DeSantis,REP,39,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,42,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Tim Scott,REP,36,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,42,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Nikki Haley,REP,36,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Joe Biden,DEM,42,1002,Voters,Live Phone,Older
Beacon/Shaw,2.8,Vivek G. Ramaswamy,REP,38,1002,Voters,Live Phone,Older
Quinnipiac,2.8,Joe Biden,DEM,47,1632,Voters,Live Phone,Older
Quinnipiac,2.8,Donald Trump,REP,46,1632,Voters,Live Phone,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,37,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,4000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,4000,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,34,1726,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,41,1726,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,38,1306,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,42,1306,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,32,1726,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,31,1726,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,36,1306,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,34,1306,Voters,App Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,36,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Ron DeSantis,REP,30,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,33,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,38,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,37,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Vivek G. Ramaswamy,REP,32,1500,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,40,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Ron DeSantis,REP,34,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,38,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Joe Biden,DEM,41,1212,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Vivek G. Ramaswamy,REP,36,1212,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,38,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Cygnal,2.1,Joe Biden,DEM,46.3,2000,Voters,NA,Older
Cygnal,2.1,Donald Trump,REP,43.4,2000,Voters,NA,Older
Morning Consult,1.9,Joe Biden,DEM,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Noble Predictive Insights,2.4,Joe Biden,DEM,44,2500,Voters,Online Panel/Text-to-Web,Older
Noble Predictive Insights,2.4,Donald Trump,REP,41,2500,Voters,Online Panel/Text-to-Web,Older
Noble Predictive Insights,2.4,Joe Biden,DEM,43,2500,Voters,Online Panel/Text-to-Web,Older
Noble Predictive Insights,2.4,Ron DeSantis,REP,41,2500,Voters,Online Panel/Text-to-Web,Older
Morning Consult,1.9,Joe Biden,DEM,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,43,5000,Voters,Online Panel,Older
InsiderAdvantage,2,Joe Biden,DEM,44.6,850,Voters,NA,Older
InsiderAdvantage,2,Donald Trump,REP,44,850,Voters,NA,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Ipsos,2.8,Joe Biden,DEM,33,2009,Adults,Probability Panel,Older
Ipsos,2.8,Donald Trump,REP,35,2009,Adults,Probability Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,38,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,45,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,44,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,44,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Ron DeSantis,REP,41,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,41,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Tim Scott,REP,36,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Joe Biden,DEM,39,1013,Voters,Online Panel,Older
Echelon Insights,2.7,Donald Trump,REP,42,1013,Voters,Online Panel,Older
Siena/NYT,3,Joe Biden,DEM,43,1329,Voters,Live Phone,Older
Siena/NYT,3,Donald Trump,REP,43,1329,Voters,Live Phone,Older
Big Village,1.2,Joe Biden,DEM,39.2,2020,Adults,Online Panel,Older
Big Village,1.2,Donald Trump,REP,41.5,2020,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,43.8,1663,Voters,Online Panel,Older
Big Village,1.2,Donald Trump,REP,43.9,1663,Voters,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,38.5,2020,Adults,Online Panel,Older
Big Village,1.2,Ron DeSantis,REP,33.7,2020,Adults,Online Panel,Older
Big Village,1.2,Joe Biden,DEM,43.2,1663,Voters,Online Panel,Older
Big Village,1.2,Ron DeSantis,REP,37.5,1663,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
Premise,1.9,Joe Biden,DEM,34,1577,Adults,App Panel,Older
Premise,1.9,Donald Trump,REP,42,1577,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,39,1172,Voters,App Panel,Older
Premise,1.9,Donald Trump,REP,43,1172,Voters,App Panel,Older
Premise,1.9,Joe Biden,DEM,33,1577,Adults,App Panel,Older
Premise,1.9,Ron DeSantis,REP,30,1577,Adults,App Panel,Older
Premise,1.9,Joe Biden,DEM,38,1172,Voters,App Panel,Older
Premise,1.9,Ron DeSantis,REP,33,1172,Voters,App Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
YouGov,3,Joe Biden,DEM,40,1500,Adults,Online Panel,Older
YouGov,3,Donald Trump,REP,38,1500,Adults,Online Panel,Older
YouGov,3,Joe Biden,DEM,44,1306,Voters,Online Panel,Older
YouGov,3,Donald Trump,REP,40,1306,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
HarrisX,1.5,Joe Biden,DEM,42,922,Voters,Online Panel,Older
HarrisX,1.5,Donald Trump,REP,46,922,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,44,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,46,1000,Voters,Online Panel,Older
McLaughlin,0.5,Kamala Harris,DEM,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump Jr.,REP,49,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,42,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,5,1000,Voters,Online Panel,Older
McLaughlin,0.5,Joe Biden,DEM,38,1000,Voters,Online Panel,Older
McLaughlin,0.5,Donald Trump,REP,40,1000,Voters,Online Panel,Older
McLaughlin,0.5,Cornel West,IND,6,1000,Voters,Online Panel,Older
McLaughlin,0.5,"Joe Manchin, III",IND,5,1000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,6000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,44,6000,Voters,Online Panel,Older
Morning Consult,1.9,Ron DeSantis,REP,39,6000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,41,5000,Voters,Online Panel,Older
Morning Consult,1.9,Joe Biden,DEM,43,5000,Voters,Online Panel,Older
Morning Consult,1.9,Donald Trump,REP,42,5000,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,40,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,45,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,38,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Donald Trump,REP,47,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Joe Biden,DEM,40,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Ron DeSantis,REP,41,2068,Voters,Online Panel,Older
HarrisX/Harris Poll,1.5,Kamala Harris,DEM,39,2068,Voters,Online Panel,Older
